student_id,course_id,instructor_id,feedback_score,textual_review,attendance_rate,assignment_submission_rate,quiz_avg_score,exam_avg_score,lms_logins_past_month,avg_session_duration_minutes,forum_participation_count,video_completion_rate,instructor_response_time,risk_level
S2572,CSE101,I017,4.4,Good explanations with real-life examples.,51,78,88,76,34,39,12,41,13,High
S2573,PHY110,I011,2.5,Very interactive and engaging class.,81,89,91,25,40,44,17,34,33,High
S2574,PHY110,I010,4.2,Very interactive and engaging class.,99,93,97,68,15,26,10,86,25,Low
S2575,ECE301,I017,4.8,"Too many assignments, difficult to manage.",71,85,83,41,44,49,12,33,68,Medium
S2576,CSE202,I004,3.5,"Average experience, nothing special.",92,47,86,96,49,52,0,92,28,Low
S2577,MAT204,I016,4.0,"Average experience, nothing special.",62,63,52,95,20,57,17,38,62,Medium
S2578,ECE301,I020,4.2,"Average experience, nothing special.",57,59,89,23,11,33,4,59,20,High
S2579,PHY110,I015,4.4,The lecture was clear but pace was fast.,50,93,84,91,27,14,5,23,52,High
S2580,MAT204,I005,2.6,Very interactive and engaging class.,66,53,92,83,11,22,0,52,65,Medium
S2581,PHY110,I006,1.2,Good explanations with real-life examples.,61,44,85,56,32,39,6,62,3,High
S2582,MAT204,I017,2.6,Very interactive and engaging class.,53,80,84,50,19,48,3,56,37,High
S2583,CSE202,I001,3.7,"Slides were unclear, needs more clarity.",62,79,54,56,39,20,8,85,12,Medium
S2584,ECE301,I019,2.8,The lecture was clear but pace was fast.,80,73,55,64,48,54,14,46,69,Medium
S2585,MAT204,I004,4.0,"Average experience, nothing special.",90,99,78,27,20,53,5,64,69,High
S2586,CSE101,I017,2.4,Great teaching style and support from instructor.,56,55,92,59,38,11,16,100,65,High
S2587,CSE101,I009,3.5,"Too many assignments, difficult to manage.",72,84,74,24,40,34,19,69,2,High
S2588,MAT204,I002,1.7,The lecture was clear but pace was fast.,73,46,68,47,48,23,17,82,27,High
S2589,MAT204,I008,4.0,"Slides were unclear, needs more clarity.",54,55,94,100,41,59,3,25,12,High
S2590,MAT204,I015,3.2,"Average experience, nothing special.",54,46,98,28,35,27,8,86,3,High
S2591,CSE101,I007,1.8,"Slides were unclear, needs more clarity.",66,66,85,21,21,12,13,86,41,High
S2592,CSE101,I006,2.2,"Slides were unclear, needs more clarity.",79,53,38,82,25,21,2,78,5,High
S2593,MAT204,I001,4.0,"Average experience, nothing special.",58,53,99,70,6,25,0,32,38,High
S2594,PHY110,I015,2.9,"Slides were unclear, needs more clarity.",55,83,57,50,6,30,10,40,62,High
S2595,PHY110,I007,1.9,Good explanations with real-life examples.,74,72,74,26,7,32,0,83,6,High
S2596,CSE202,I017,4.9,"Too many assignments, difficult to manage.",68,72,55,49,25,43,11,56,16,Medium
S2597,ECE301,I002,3.9,Great teaching style and support from instructor.,65,83,57,77,23,37,8,99,68,Medium
S2598,PHY110,I009,4.8,"Slides were unclear, needs more clarity.",70,59,69,22,23,44,4,67,27,High
S2599,CSE101,I009,2.7,"Slides were unclear, needs more clarity.",51,92,44,70,39,23,14,75,7,High
S2600,PHY110,I013,2.9,Very interactive and engaging class.,59,86,35,75,47,33,17,63,45,High
S2601,CSE202,I006,4.6,"Too many assignments, difficult to manage.",65,75,56,92,11,24,8,32,59,Medium
S2602,CSE202,I006,3.1,The lecture was clear but pace was fast.,86,46,67,29,46,24,12,23,47,High
S2603,ECE301,I020,3.8,"Too many assignments, difficult to manage.",64,71,97,80,7,14,12,92,43,Medium
S2604,PHY110,I020,2.0,"Too many assignments, difficult to manage.",62,87,93,69,8,16,12,52,49,High
S2605,CSE101,I003,2.8,"Average experience, nothing special.",62,42,59,66,2,37,9,56,28,Medium
S2606,CSE101,I017,1.5,"Average experience, nothing special.",81,78,32,20,20,29,9,72,21,High
S2607,MAT204,I017,1.8,"Average experience, nothing special.",94,68,91,76,30,29,6,43,71,High
S2608,CSE101,I012,1.0,Great teaching style and support from instructor.,96,63,41,57,47,57,4,70,36,High
S2609,ECE301,I016,1.2,"Too many assignments, difficult to manage.",95,61,59,81,46,8,19,60,49,High
S2610,ECE301,I015,4.9,Great teaching style and support from instructor.,57,45,67,98,23,8,6,48,68,High
S2611,CSE101,I013,2.0,"Slides were unclear, needs more clarity.",92,87,89,89,3,13,19,78,69,High
S2612,CSE101,I001,3.7,"Average experience, nothing special.",67,63,67,84,19,19,9,59,53,Medium
S2613,MAT204,I017,4.4,"Slides were unclear, needs more clarity.",85,79,44,81,15,30,9,70,69,Low
S2614,CSE101,I003,3.2,"Average experience, nothing special.",75,62,47,75,9,19,12,69,5,Medium
S2615,MAT204,I015,1.6,Good explanations with real-life examples.,59,93,81,86,42,30,14,55,40,High
S2616,MAT204,I004,3.9,Great teaching style and support from instructor.,80,77,58,36,25,32,5,98,22,High
S2617,CSE101,I004,3.4,Great teaching style and support from instructor.,82,49,89,27,28,11,19,79,67,High
S2618,CSE202,I018,3.9,The lecture was clear but pace was fast.,78,55,50,79,4,36,11,37,17,Low
S2619,CSE202,I017,4.1,Very interactive and engaging class.,54,50,46,59,10,16,18,39,8,High
S2620,MAT204,I019,4.9,"Too many assignments, difficult to manage.",62,71,47,100,28,39,10,24,10,Medium
S2621,CSE101,I011,3.3,The lecture was clear but pace was fast.,50,84,86,81,44,56,5,37,18,High
S2622,CSE202,I020,2.4,Great teaching style and support from instructor.,72,100,66,60,14,36,0,59,13,High
S2623,CSE101,I003,3.6,The lecture was clear but pace was fast.,89,45,89,31,5,13,1,20,58,High
S2624,CSE101,I008,1.3,Good explanations with real-life examples.,52,63,67,73,47,18,14,38,46,High
S2625,CSE101,I014,4.6,Very interactive and engaging class.,52,72,41,30,14,17,3,45,12,High
S2626,PHY110,I001,1.5,Great teaching style and support from instructor.,56,92,30,79,42,48,4,48,14,High
S2627,CSE101,I014,2.3,Great teaching style and support from instructor.,85,90,87,87,19,37,14,78,32,High
S2628,PHY110,I002,4.3,"Too many assignments, difficult to manage.",84,51,32,97,33,36,10,82,27,Low
S2629,MAT204,I004,3.4,"Average experience, nothing special.",64,95,92,65,1,23,9,81,64,Medium
S2630,CSE202,I019,2.6,Very interactive and engaging class.,89,66,50,57,43,34,16,67,32,Medium
S2631,CSE202,I006,2.9,Good explanations with real-life examples.,52,77,52,80,15,20,1,81,23,High
S2632,CSE202,I001,4.4,"Slides were unclear, needs more clarity.",78,57,38,36,18,16,19,37,7,High
S2633,CSE202,I017,2.4,The lecture was clear but pace was fast.,79,84,84,85,33,14,9,85,21,High
S2634,CSE202,I008,4.5,"Too many assignments, difficult to manage.",88,78,48,91,48,6,19,46,11,Low
S2635,CSE202,I019,1.4,Great teaching style and support from instructor.,67,94,91,55,13,22,2,25,36,High
S2636,CSE202,I001,4.1,"Slides were unclear, needs more clarity.",60,52,68,93,23,17,18,89,27,Medium
S2637,MAT204,I005,4.4,Good explanations with real-life examples.,92,92,56,26,27,33,4,78,38,High
S2638,CSE101,I016,1.7,Very interactive and engaging class.,98,79,75,35,47,28,2,25,9,High
S2639,ECE301,I006,2.7,The lecture was clear but pace was fast.,87,69,63,33,31,42,7,50,6,High
S2640,PHY110,I008,1.7,"Too many assignments, difficult to manage.",89,92,62,99,36,16,4,75,45,High
S2641,ECE301,I013,3.8,Great teaching style and support from instructor.,50,88,79,44,9,33,11,73,68,High
S2642,ECE301,I016,3.1,Great teaching style and support from instructor.,78,80,49,23,48,26,13,60,50,High
S2643,CSE101,I003,3.5,"Slides were unclear, needs more clarity.",59,91,69,48,44,40,6,37,37,High
S2644,CSE101,I019,1.8,"Slides were unclear, needs more clarity.",77,52,87,75,47,5,10,42,27,High
S2645,CSE101,I012,1.8,The lecture was clear but pace was fast.,80,73,60,25,8,47,7,55,46,High
S2646,CSE202,I016,1.2,Very interactive and engaging class.,68,75,67,20,23,59,4,44,62,High
S2647,MAT204,I011,2.3,Good explanations with real-life examples.,52,69,74,58,35,44,7,26,45,High
S2648,CSE202,I010,3.2,"Average experience, nothing special.",85,100,70,20,28,38,11,39,5,High
S2649,MAT204,I020,4.4,Very interactive and engaging class.,92,64,38,82,28,38,14,24,59,Low
S2650,MAT204,I004,3.7,Very interactive and engaging class.,64,41,38,76,47,52,18,37,27,Medium
S2651,ECE301,I012,2.7,Very interactive and engaging class.,82,75,92,86,22,37,15,52,30,Medium
S2652,ECE301,I002,4.8,"Average experience, nothing special.",90,57,51,84,26,8,13,98,10,Low
S2653,MAT204,I019,3.9,The lecture was clear but pace was fast.,92,44,45,84,30,42,6,54,37,Low
S2654,MAT204,I005,4.7,"Average experience, nothing special.",100,58,61,40,42,34,7,84,5,Medium
S2655,CSE202,I008,3.1,The lecture was clear but pace was fast.,94,81,95,49,6,57,6,82,60,Medium
S2656,CSE202,I007,2.0,"Average experience, nothing special.",75,57,43,52,48,56,17,91,38,High
S2657,ECE301,I014,1.2,Good explanations with real-life examples.,65,96,67,67,44,50,5,90,14,High
S2658,CSE101,I003,3.9,Very interactive and engaging class.,85,71,37,41,3,24,18,60,21,Medium
S2659,MAT204,I018,1.5,The lecture was clear but pace was fast.,82,60,50,73,13,30,3,69,18,High
S2660,CSE202,I016,2.2,"Average experience, nothing special.",69,49,85,23,41,19,2,49,52,High
S2661,ECE301,I019,3.1,Good explanations with real-life examples.,62,76,75,74,41,11,16,57,56,Medium
S2662,CSE202,I019,3.3,"Average experience, nothing special.",82,88,72,63,9,11,18,54,34,Medium
S2663,MAT204,I018,3.4,Great teaching style and support from instructor.,54,61,75,31,43,54,14,85,22,High
S2664,MAT204,I020,1.7,Good explanations with real-life examples.,86,52,77,100,33,33,5,65,23,High
S2665,PHY110,I016,2.5,Very interactive and engaging class.,63,94,99,98,25,27,11,27,26,Medium
S2666,CSE101,I008,3.5,"Too many assignments, difficult to manage.",76,56,60,93,22,38,18,87,68,Low
S2667,PHY110,I001,4.9,Very interactive and engaging class.,72,48,62,71,8,24,5,56,13,Medium
S2668,ECE301,I017,3.9,"Too many assignments, difficult to manage.",63,63,73,95,36,19,10,32,16,Medium
S2669,CSE202,I012,4.7,Good explanations with real-life examples.,89,83,100,84,7,37,19,92,3,Low
S2670,ECE301,I011,4.0,Great teaching style and support from instructor.,53,53,37,84,13,57,19,64,5,High
S2671,MAT204,I005,3.4,Great teaching style and support from instructor.,88,85,31,29,6,21,9,48,46,High
S2672,PHY110,I012,1.8,The lecture was clear but pace was fast.,68,47,46,37,6,24,15,60,14,High
S2673,PHY110,I017,3.7,Great teaching style and support from instructor.,96,94,81,66,8,17,17,75,56,Low
S2674,PHY110,I006,3.5,"Slides were unclear, needs more clarity.",53,76,74,85,2,48,13,35,33,High
S2675,ECE301,I001,3.4,Good explanations with real-life examples.,79,58,66,68,13,28,3,31,23,Medium
S2676,MAT204,I005,3.0,The lecture was clear but pace was fast.,68,67,71,91,16,58,11,85,56,Medium
S2677,CSE202,I014,3.1,Great teaching style and support from instructor.,80,85,73,41,49,51,19,81,18,Medium
S2678,CSE202,I005,2.3,Good explanations with real-life examples.,80,80,67,45,43,41,7,38,71,High
S2679,ECE301,I001,3.1,Very interactive and engaging class.,58,69,35,28,21,11,6,49,52,High
S2680,PHY110,I018,1.8,Great teaching style and support from instructor.,62,46,97,40,45,12,8,35,9,High
S2681,CSE101,I016,4.2,"Average experience, nothing special.",63,98,80,82,25,27,16,32,62,Medium
S2682,ECE301,I009,1.7,"Too many assignments, difficult to manage.",95,97,64,25,27,18,9,88,11,High
S2683,ECE301,I019,1.3,Good explanations with real-life examples.,59,65,87,33,44,8,2,42,20,High
S2684,MAT204,I005,2.7,The lecture was clear but pace was fast.,97,79,86,52,13,25,7,81,15,Medium
S2685,CSE202,I002,3.6,Very interactive and engaging class.,80,85,35,90,8,50,13,50,68,Low
S2686,ECE301,I015,2.8,"Slides were unclear, needs more clarity.",86,93,42,43,25,14,6,72,56,Medium
S2687,ECE301,I007,2.1,Very interactive and engaging class.,72,99,88,92,1,26,15,36,62,High
S2688,PHY110,I004,3.2,Great teaching style and support from instructor.,76,85,59,94,10,34,17,68,57,Medium
S2689,PHY110,I001,2.4,"Too many assignments, difficult to manage.",55,50,31,70,16,34,10,68,64,High
S2690,CSE101,I013,4.7,Very interactive and engaging class.,75,53,87,21,33,20,5,86,12,High
S2691,MAT204,I020,4.7,"Slides were unclear, needs more clarity.",51,60,65,34,18,15,19,45,48,High
S2692,CSE101,I007,3.0,"Average experience, nothing special.",94,47,74,54,38,26,13,32,7,Medium
S2693,PHY110,I015,2.3,The lecture was clear but pace was fast.,62,42,38,55,17,33,12,57,35,High
S2694,CSE202,I014,3.9,Good explanations with real-life examples.,100,67,94,58,12,29,3,41,66,Medium
S2695,PHY110,I019,1.1,"Too many assignments, difficult to manage.",99,100,79,23,4,18,19,48,65,High
S2696,MAT204,I020,2.9,"Slides were unclear, needs more clarity.",68,68,61,83,49,18,19,64,67,Medium
S2697,PHY110,I018,2.3,Great teaching style and support from instructor.,50,62,72,93,22,6,10,65,32,High
S2698,MAT204,I010,4.7,Great teaching style and support from instructor.,89,57,83,25,23,58,17,58,63,High
S2699,MAT204,I009,1.0,Great teaching style and support from instructor.,81,74,76,76,28,17,0,88,55,High
S2700,MAT204,I008,3.2,"Too many assignments, difficult to manage.",71,52,43,49,47,7,11,97,9,Medium
S2701,MAT204,I010,4.0,Very interactive and engaging class.,97,51,77,93,46,34,17,87,43,Low
S2702,MAT204,I017,2.9,"Too many assignments, difficult to manage.",78,86,84,86,7,22,6,58,42,Medium
S2703,CSE202,I002,1.3,Great teaching style and support from instructor.,51,89,58,34,25,58,11,39,60,High
S2704,CSE101,I006,4.9,"Average experience, nothing special.",89,44,76,36,14,40,0,96,41,High
S2705,ECE301,I005,3.1,"Slides were unclear, needs more clarity.",87,78,92,37,0,25,3,87,23,High
S2706,CSE101,I009,3.5,Good explanations with real-life examples.,97,50,48,38,27,57,17,54,25,High
S2707,MAT204,I005,1.9,Good explanations with real-life examples.,60,97,38,95,48,23,14,27,39,High
S2708,CSE202,I018,2.9,"Too many assignments, difficult to manage.",66,98,66,88,46,20,2,71,3,Medium
S2709,PHY110,I020,2.7,Great teaching style and support from instructor.,100,50,81,43,45,32,6,59,42,Medium
S2710,CSE202,I009,1.3,The lecture was clear but pace was fast.,92,98,86,67,13,8,5,55,20,High
S2711,MAT204,I017,1.4,"Average experience, nothing special.",57,86,57,49,41,55,14,25,3,High
S2712,CSE202,I017,4.3,"Too many assignments, difficult to manage.",71,81,65,34,33,59,14,89,63,High
S2713,CSE202,I012,2.0,Great teaching style and support from instructor.,53,86,93,66,30,19,5,92,17,High
S2714,MAT204,I007,1.8,Very interactive and engaging class.,60,70,47,63,5,5,7,35,23,High
S2715,CSE202,I003,3.0,Good explanations with real-life examples.,57,70,64,46,48,52,7,65,15,High
S2716,ECE301,I010,4.1,Good explanations with real-life examples.,58,52,97,83,4,51,0,78,57,High
S2717,ECE301,I002,1.2,"Average experience, nothing special.",75,53,68,60,30,20,12,57,66,High
S2718,CSE202,I003,3.3,Good explanations with real-life examples.,51,88,37,87,36,58,12,37,46,High
S2719,PHY110,I016,1.5,The lecture was clear but pace was fast.,65,84,44,24,14,24,10,31,55,High
S2720,MAT204,I002,1.1,Great teaching style and support from instructor.,80,81,36,72,14,37,3,73,67,High
S2721,ECE301,I010,1.2,Great teaching style and support from instructor.,55,64,46,27,42,21,6,66,47,High
S2722,PHY110,I006,4.3,"Average experience, nothing special.",70,72,93,41,4,9,11,20,34,Medium
S2723,CSE202,I011,1.5,Great teaching style and support from instructor.,75,72,41,26,27,9,12,34,51,High
S2724,PHY110,I007,1.2,"Average experience, nothing special.",68,54,85,41,32,43,11,99,23,High
S2725,CSE101,I015,2.8,Great teaching style and support from instructor.,77,55,75,65,10,17,15,40,41,Medium
S2726,ECE301,I006,4.4,The lecture was clear but pace was fast.,57,83,76,49,42,48,5,20,40,High
S2727,CSE202,I020,2.0,"Slides were unclear, needs more clarity.",63,97,45,35,5,40,13,86,42,High
S2728,MAT204,I009,2.7,"Too many assignments, difficult to manage.",73,95,98,98,22,34,18,31,69,Medium
S2729,CSE202,I020,1.2,"Too many assignments, difficult to manage.",97,77,31,24,39,8,15,47,8,High
S2730,MAT204,I012,2.8,Great teaching style and support from instructor.,93,45,83,86,1,27,3,58,5,Medium
S2731,CSE202,I019,3.3,Very interactive and engaging class.,86,83,56,42,14,25,4,56,60,Medium
S2732,PHY110,I020,3.3,Good explanations with real-life examples.,75,64,60,80,22,25,8,79,27,Medium
S2733,PHY110,I003,2.3,The lecture was clear but pace was fast.,80,54,70,93,21,10,2,50,32,High
S2734,PHY110,I015,2.3,Very interactive and engaging class.,100,43,65,24,8,28,9,77,70,High
S2735,CSE101,I002,1.4,Very interactive and engaging class.,81,95,76,42,46,51,16,30,53,High
S2736,MAT204,I002,2.5,Great teaching style and support from instructor.,99,43,72,98,39,57,18,48,22,Medium
S2737,PHY110,I003,1.4,The lecture was clear but pace was fast.,90,69,94,44,29,35,9,32,17,High
S2738,CSE101,I006,4.1,"Too many assignments, difficult to manage.",51,73,79,27,15,23,11,70,52,High
S2739,MAT204,I015,4.9,Good explanations with real-life examples.,74,66,30,40,45,42,6,73,17,Medium
S2740,CSE202,I010,4.9,"Too many assignments, difficult to manage.",93,70,86,21,46,16,17,38,19,High
S2741,CSE101,I009,4.5,Very interactive and engaging class.,51,95,45,41,29,18,18,77,48,High
S2742,ECE301,I001,3.4,Good explanations with real-life examples.,91,71,57,91,44,54,14,55,57,Medium
S2743,CSE101,I016,3.8,"Slides were unclear, needs more clarity.",50,83,51,91,8,16,6,47,29,High
S2744,CSE101,I006,2.1,Very interactive and engaging class.,85,78,70,87,0,19,11,87,57,High
S2745,MAT204,I009,3.5,"Too many assignments, difficult to manage.",61,91,48,83,37,23,6,22,38,Medium
S2746,CSE202,I004,2.8,"Too many assignments, difficult to manage.",58,48,79,38,7,32,9,60,17,High
S2747,ECE301,I002,2.9,Great teaching style and support from instructor.,85,80,88,72,17,44,19,54,66,Medium
S2748,PHY110,I004,4.0,"Too many assignments, difficult to manage.",90,47,98,71,26,45,9,95,61,Low
S2749,PHY110,I001,2.1,The lecture was clear but pace was fast.,77,53,63,66,17,9,4,100,62,High
S2750,CSE101,I019,2.3,Very interactive and engaging class.,87,72,68,73,31,9,17,95,12,High
S2751,MAT204,I010,4.7,"Average experience, nothing special.",82,62,36,63,48,10,8,69,67,Low
S2752,MAT204,I015,1.2,"Average experience, nothing special.",91,60,81,26,31,27,15,93,33,High
S2753,PHY110,I019,2.9,Good explanations with real-life examples.,95,94,89,20,47,7,6,49,20,High
S2754,ECE301,I016,4.7,"Too many assignments, difficult to manage.",71,51,81,82,44,41,9,91,57,Medium
S2755,CSE202,I004,3.4,Great teaching style and support from instructor.,74,96,53,58,35,37,4,96,6,Medium
S2756,ECE301,I002,3.2,Great teaching style and support from instructor.,67,41,55,38,35,47,6,89,4,High
S2757,CSE202,I013,2.0,"Too many assignments, difficult to manage.",55,52,39,50,20,25,4,73,29,High
S2758,PHY110,I001,2.4,The lecture was clear but pace was fast.,67,98,46,96,45,24,14,90,30,High
S2759,CSE202,I017,4.4,Great teaching style and support from instructor.,65,43,31,43,31,5,18,70,60,Medium
S2760,MAT204,I013,3.2,"Average experience, nothing special.",64,59,56,88,30,43,9,47,26,Medium
S2761,CSE101,I004,3.1,Good explanations with real-life examples.,97,89,100,84,36,51,7,83,23,Medium
S2762,CSE101,I007,1.4,Very interactive and engaging class.,57,90,77,52,15,21,8,40,24,High
S2763,PHY110,I017,1.1,"Slides were unclear, needs more clarity.",62,87,38,78,45,33,10,46,71,High
S2764,MAT204,I009,4.9,The lecture was clear but pace was fast.,92,98,52,52,45,12,1,46,41,Medium
S2765,ECE301,I004,2.5,Great teaching style and support from instructor.,56,53,100,51,13,30,2,96,15,High
S2766,MAT204,I019,3.4,Very interactive and engaging class.,66,69,56,78,23,32,12,69,30,Medium
S2767,CSE101,I001,1.3,"Slides were unclear, needs more clarity.",99,68,100,60,24,38,10,48,17,High
S2768,CSE101,I010,3.7,"Too many assignments, difficult to manage.",81,47,72,31,45,30,9,58,11,High
S2769,MAT204,I004,4.7,"Too many assignments, difficult to manage.",71,51,36,92,34,17,14,76,48,Medium
S2770,MAT204,I009,3.3,Good explanations with real-life examples.,100,80,92,30,16,48,5,56,5,High
S2771,CSE101,I013,1.5,"Slides were unclear, needs more clarity.",62,77,73,38,45,41,0,83,13,High
S2772,ECE301,I014,3.3,"Too many assignments, difficult to manage.",96,65,68,73,41,17,13,67,43,Medium
S2773,PHY110,I010,4.1,"Too many assignments, difficult to manage.",72,89,69,76,44,42,17,41,5,Medium
S2774,PHY110,I006,2.6,"Average experience, nothing special.",78,41,36,61,3,29,10,49,7,Medium
S2775,MAT204,I016,4.5,Great teaching style and support from instructor.,71,94,99,90,10,51,7,47,15,Medium
S2776,PHY110,I006,3.6,Good explanations with real-life examples.,50,79,54,50,46,27,2,42,36,High
S2777,CSE101,I017,4.6,Very interactive and engaging class.,78,95,88,71,14,26,13,23,48,Low
S2778,CSE101,I010,3.5,"Too many assignments, difficult to manage.",97,53,42,21,29,25,1,22,59,High
S2779,MAT204,I018,1.5,"Average experience, nothing special.",54,45,91,57,23,58,15,80,66,High
S2780,MAT204,I018,2.2,The lecture was clear but pace was fast.,84,81,37,51,1,34,5,23,20,High
S2781,MAT204,I003,1.8,The lecture was clear but pace was fast.,59,79,74,29,42,15,0,84,58,High
S2782,ECE301,I020,4.6,Very interactive and engaging class.,68,70,47,27,33,8,13,31,66,High
S2783,PHY110,I015,4.0,"Slides were unclear, needs more clarity.",86,56,89,94,22,37,9,32,14,Low
S2784,MAT204,I015,3.7,Good explanations with real-life examples.,56,64,89,39,30,51,5,53,9,High
S2785,CSE202,I004,2.2,"Average experience, nothing special.",95,100,31,39,36,16,8,78,19,High
S2786,CSE202,I009,1.7,Great teaching style and support from instructor.,84,71,95,28,12,13,6,92,36,High
S2787,CSE101,I019,4.0,"Average experience, nothing special.",94,51,43,91,32,36,1,50,27,Low
S2788,PHY110,I017,2.9,The lecture was clear but pace was fast.,62,88,77,34,6,15,10,90,39,High
S2789,MAT204,I011,1.9,The lecture was clear but pace was fast.,59,52,85,82,31,41,13,32,67,High
S2790,CSE202,I009,3.5,Very interactive and engaging class.,51,58,41,40,6,28,4,73,27,High
S2791,PHY110,I010,1.2,"Slides were unclear, needs more clarity.",55,83,84,24,41,11,8,21,58,High
S2792,CSE101,I018,2.3,"Slides were unclear, needs more clarity.",57,87,57,54,37,12,6,52,26,High
S2793,ECE301,I020,2.9,Very interactive and engaging class.,85,64,33,87,43,37,13,69,31,Medium
S2794,PHY110,I013,1.6,"Average experience, nothing special.",74,70,65,67,12,29,15,26,8,High
S2795,PHY110,I008,4.9,The lecture was clear but pace was fast.,93,98,79,99,23,5,15,37,28,Low
S2796,ECE301,I007,1.8,"Average experience, nothing special.",96,76,32,81,27,7,6,70,12,High
S2797,PHY110,I017,1.5,"Average experience, nothing special.",89,64,30,54,31,44,9,27,9,High
S2798,CSE101,I015,1.8,Good explanations with real-life examples.,56,55,46,89,42,32,5,74,12,High
S2799,CSE101,I020,4.1,The lecture was clear but pace was fast.,95,96,100,40,17,47,16,95,31,Medium
S2800,ECE301,I015,2.7,"Slides were unclear, needs more clarity.",72,77,91,99,33,37,0,62,16,Medium
S2801,MAT204,I001,3.3,Great teaching style and support from instructor.,68,82,77,58,47,50,1,78,57,Medium
S2802,CSE202,I014,1.1,"Average experience, nothing special.",95,88,91,53,33,5,13,49,36,High
S2803,MAT204,I005,1.1,The lecture was clear but pace was fast.,71,97,98,34,37,42,3,78,40,High
S2804,PHY110,I011,2.8,"Average experience, nothing special.",62,62,48,25,0,57,8,28,25,High
S2805,CSE202,I016,4.3,Good explanations with real-life examples.,70,53,63,85,42,31,5,87,9,Medium
S2806,ECE301,I002,4.5,"Too many assignments, difficult to manage.",50,45,78,75,49,42,16,58,44,High
S2807,ECE301,I008,1.3,The lecture was clear but pace was fast.,68,64,76,68,41,39,10,100,43,High
S2808,CSE202,I011,3.2,Very interactive and engaging class.,82,62,79,20,30,14,3,30,42,High
S2809,CSE101,I018,4.7,"Too many assignments, difficult to manage.",53,99,55,84,49,16,8,21,48,High
S2810,CSE202,I003,2.6,"Average experience, nothing special.",91,82,85,47,0,14,15,42,27,Medium
S2811,PHY110,I001,4.3,Very interactive and engaging class.,52,51,43,39,15,58,2,82,53,High
S2812,CSE101,I011,1.5,Very interactive and engaging class.,76,52,54,67,38,38,3,41,23,High
S2813,ECE301,I016,4.7,Very interactive and engaging class.,90,75,33,91,14,28,2,80,6,Low
S2814,CSE202,I018,4.0,The lecture was clear but pace was fast.,84,78,61,84,32,32,12,45,16,Low
S2815,MAT204,I016,4.8,"Slides were unclear, needs more clarity.",77,73,94,70,22,26,18,31,37,Low
S2816,MAT204,I010,3.7,"Average experience, nothing special.",55,45,90,62,40,49,0,51,64,High
S2817,PHY110,I018,2.5,"Too many assignments, difficult to manage.",55,77,49,68,33,20,5,28,50,High
S2818,MAT204,I006,4.8,Good explanations with real-life examples.,93,89,39,44,16,17,2,88,56,Medium
S2819,CSE202,I019,2.1,"Slides were unclear, needs more clarity.",72,91,63,93,24,40,2,90,61,High
S2820,CSE202,I004,2.3,"Average experience, nothing special.",82,79,90,95,41,40,15,52,58,High
S2821,MAT204,I013,3.8,The lecture was clear but pace was fast.,65,47,56,60,5,47,9,43,30,Medium
S2822,CSE202,I014,4.1,Very interactive and engaging class.,73,100,69,90,30,27,16,88,20,Medium
S2823,PHY110,I003,4.7,Good explanations with real-life examples.,54,47,94,83,4,18,6,57,11,High
S2824,CSE101,I010,1.8,"Average experience, nothing special.",90,79,62,80,39,36,12,30,11,High
S2825,PHY110,I006,4.2,"Too many assignments, difficult to manage.",91,72,97,31,39,7,10,51,58,High
S2826,PHY110,I001,4.0,"Average experience, nothing special.",62,73,100,100,29,31,9,83,55,Medium
S2827,CSE202,I014,1.3,"Slides were unclear, needs more clarity.",96,83,38,88,4,23,6,91,57,High
S2828,CSE101,I008,2.5,Great teaching style and support from instructor.,61,54,45,33,11,26,5,39,69,High
S2829,CSE202,I019,2.1,"Slides were unclear, needs more clarity.",54,75,34,53,6,5,0,53,70,High
S2830,ECE301,I014,2.2,"Average experience, nothing special.",86,99,52,67,44,9,16,61,56,High
S2831,CSE202,I010,4.9,Good explanations with real-life examples.,80,96,72,80,12,53,11,27,70,Low
S2832,CSE202,I017,3.6,"Average experience, nothing special.",77,74,86,100,48,37,3,85,2,Low
S2833,CSE202,I009,3.9,"Average experience, nothing special.",77,85,80,54,3,55,2,40,13,Medium
S2834,CSE101,I006,4.9,The lecture was clear but pace was fast.,79,61,42,84,49,23,5,98,36,Low
S2835,CSE202,I011,2.5,"Too many assignments, difficult to manage.",67,62,53,78,41,40,15,89,34,Medium
S2836,CSE101,I007,4.2,Good explanations with real-life examples.,93,79,40,55,2,55,12,24,26,Medium
S2837,MAT204,I017,2.7,"Average experience, nothing special.",76,84,81,98,11,10,8,86,17,Medium
S2838,ECE301,I001,4.5,Very interactive and engaging class.,84,94,46,38,0,19,10,62,9,High
S2839,CSE101,I005,1.7,"Too many assignments, difficult to manage.",75,90,66,61,26,40,19,35,36,High
S2840,MAT204,I009,4.8,"Slides were unclear, needs more clarity.",88,61,42,88,42,37,12,92,47,Low
S2841,CSE101,I018,1.9,Good explanations with real-life examples.,98,44,91,38,49,28,18,54,12,High
S2842,CSE101,I002,2.3,"Slides were unclear, needs more clarity.",100,70,37,58,12,31,2,62,62,High
S2843,ECE301,I011,4.0,"Average experience, nothing special.",67,52,85,88,16,53,11,58,45,Medium
S2844,PHY110,I006,2.6,"Slides were unclear, needs more clarity.",82,67,99,71,7,15,18,29,12,Medium
